pdbid,binding_affinity
2481,4ua8,6.26
2482,4wiv,6.26
2483,5oku,6.26
2484,6f1n,6.26
2485,1pbq,6.27
2486,2j94,6.27
2487,3bfu,6.27
2488,4f0c,6.27
2489,4r4i,6.27
2490,6ugr,6.27
2491,1afl,6.28
2492,1atl,6.28
2493,1w3l,6.28
2494,2aog,6.28
2495,4djw,6.28
2496,4q99,6.28
2497,4rd6,6.28
2498,4zb6,6.28
2499,5ia1,6.28
2500,5ix0,6.28
2501,5lz7,6.28
2502,5nz4,6.28
2503,2xyt,6.29
2504,3f48,6.29
2505,3h8b,6.29
2506,3v2q,6.29
2507,4d8z,6.29
2508,4lj5,6.29
2509,4n7u,6.29
2510,4r06,6.29
2511,5za8,6.29
2512,6elo,6.29
2513,6o5a,6.29
2514,1d4p,6.3
2515,1lag,6.3
2516,1wdn,6.3
2517,1wm1,6.3
2518,2oi2,6.3
2519,2q89,6.3
2520,2vrj,6.3
2521,3ebl,6.3
2522,3k5v,6.3
2523,3t70,6.3
2524,4e1k,6.3
2525,4eor,6.3
2526,4etz,6.3
2527,4oag,6.3
2528,4pow,6.3
2529,4q08,6.3
2530,5d25,6.3
2531,5dhu,6.3
2532,5htl,6.3
2533,6qgg,6.3
2534,1nja,6.31
2535,2bal,6.31
2536,2pvu,6.31
2537,3q44,6.31
2538,3u93,6.31
2539,3uew,6.31
2540,4cpy,6.31
2541,4d1j,6.31
2542,4der,6.31
2543,5gmh,6.31
2544,5wij,6.31
2545,1w3j,6.32
2546,2wnc,6.32
2547,2zb1,6.32
2548,3ebh,6.32
2549,3w9k,6.32
2550,5ekm,6.32
2551,5meh,6.32
2552,6pvw,6.32
2553,6rot,6.32
2554,6upj,6.32
2555,1ex8,6.33
2556,2qbr,6.33
2557,4nbl,6.33
2558,4zvi,6.33
2559,5mrb,6.33
2560,5nk7,6.33
2561,5u4d,6.33
2562,1bdq,6.34
2563,1w9v,6.34
2564,1xq0,6.34
2565,3cj5,6.34
2566,3zk6,6.34
2567,4muf,6.34
2568,4z0k,6.34
2569,5kbe,6.34
2570,5m04,6.34
2571,6d5j,6.34
2572,1cbx,6.35
2573,1gjc,6.35
2574,2j7f,6.35
2575,2p09,6.35
2576,3ckp,6.35
2577,3ctt,6.35
2578,3ed0,6.35
2579,3fvh,6.35
2580,3rt8,6.35
2581,5ivv,6.35
2582,5lz5,6.35
2583,5vcz,6.35
2584,6cvf,6.35
2585,1c5q,6.36
2586,1ela,6.36
2587,1o2o,6.36
2588,3oku,6.36
2589,3t6b,6.36
2590,3v2p,6.36
2591,5ant,6.36
2592,5d3x,6.36
2593,5ucj,6.36
2594,5xo7,6.36
2595,1gx8,6.37
2596,1hbv,6.37
2597,1hms,6.37
2598,2qpq,6.37
2599,2w9h,6.37
2600,2zdk,6.37
2601,3qlm,6.37
2602,5d0r,6.37
2603,5vb6,6.37
2604,6u8b,6.37
2605,2hkf,6.38
2606,4yyt,6.38
2607,5nya,6.38
2608,5v7a,6.38
2609,6equ,6.38
2610,4q4p,6.39
2611,5nze,6.39
2612,6csq,6.39
2613,6gf9,6.39
2614,6hoq,6.39
2615,10gs,6.4
2616,1g7v,6.4
2617,1i7z,6.4
2618,1igb,6.4
2619,1usk,6.4
2620,1yvm,6.4
2621,2y8c,6.4
2622,2zdl,6.4
2623,3arq,6.4
2624,3k1j,6.4
2625,3kmc,6.4
2626,3s72,6.4
2627,3tf6,6.4
2628,3zll,6.4
2629,4cga,6.4
2630,4eu0,6.4
2631,4je7,6.4
2632,4mss,6.4
2633,4xy8,6.4
2634,5g61,6.4
2635,5hz8,6.4
2636,5l8y,6.4
2637,5uk8,6.4
2638,6f92,6.4
2639,6g5u,6.4
2640,6gvz,6.4
2641,6idb,6.4
2642,1syh,6.41
2643,2cgf,6.41
2644,2qnp,6.41
2645,2xxx,6.41
2646,2zdm,6.41
2647,3k5x,6.41
2648,3r17,6.41
2649,5ihh,6.41
2650,5jxn,6.41
2651,5v79,6.41
2652,6i65,6.41
2653,6py0,6.41
2654,1o5a,6.42
2655,2j78,6.42
2656,3d2e,6.42
2657,4ufh,6.42
2658,5x62,6.42
2659,6eiq,6.42
2660,6j1l,6.42
2661,1fh9,6.43
2662,2b07,6.43
2663,2fqo,6.43
2664,4d3h,6.43
2665,4ge1,6.43
2666,4q4r,6.43
2667,6eeo,6.43
2668,6g9u,6.43
2669,6m8q,6.43
2670,6rtw,6.43
2671,2jh5,6.44
2672,2pvm,6.44
2673,3pfp,6.44
2674,4da5,6.44
2675,4ea2,6.44
2676,4jfk,6.44
2677,4q3u,6.44
2678,5ivy,6.44
2679,5ny1,6.44
2680,5w44,6.44
2681,6hqy,6.44
2682,6qr3,6.44
2683,3qw5,6.45
2684,4kwo,6.45
2685,5fut,6.45
2686,5jss,6.45
2687,1m2r,6.46
2688,1r5y,6.46
2689,1ro6,6.46
2690,2xd9,6.46
2691,2xdx,6.46
2692,3o8p,6.46
2693,3pd8,6.46
2694,4m0y,6.46
2695,4n07,6.46
2696,4ymh,6.46
2697,5dbm,6.46
2698,5efj,6.46
2699,5iwg,6.46
2700,5uc4,6.46
2701,5vb5,6.46
2702,6epy,6.46
2703,6qi7,6.46
2704,1j01,6.47
2705,3cm2,6.47
2706,3s78,6.47
2707,3tfp,6.47
2708,4mhy,6.47
2709,4mq6,6.47
2710,4rd3,6.47
2711,4zji,6.47
2712,5j8u,6.47
2713,5mes,6.47
2714,6b4l,6.47
2715,6np3,6.47
2716,1f4g,6.48
2717,1gpn,6.48
2718,1rpj,6.48
2719,2wnj,6.48
2720,3g3r,6.48
2721,3gsm,6.48
2722,4e67,6.48
2723,4q3t,6.48
2724,5yyf,6.48
2725,6fe0,6.48
2726,6ql1,6.48
2727,1dl7,6.49
2728,3bft,6.49
2729,3mho,6.49
2730,3nw3,6.49
2731,3s0b,6.49
2732,4hw3,6.49
2733,5cu4,6.49
2734,5i2f,6.49
2735,5nw2,6.49
2736,5tuo,6.49
2737,5vd0,6.49
2738,6ftw,6.49
2739,6q54,6.49
2740,2weg,6.5
2741,3bwj,6.5
2742,4kzu,6.5
2743,4mme,6.5
2744,4oc0,6.5
2745,4yxi,6.5
2746,6o5t,6.5
2747,6rfw,6.5
2748,2usn,6.51
2749,2xjj,6.51
2750,3cj4,6.51
2751,3hf8,6.51
2752,3wmc,6.51
2753,4zbi,6.51
2754,5jvi,6.51
2755,5t8o,6.51
2756,6faf,6.51
2757,6if0,6.51
2758,6nyv,6.51
2759,1alw,6.52
2760,1g74,6.52
2761,1k9s,6.52
2762,1qy1,6.52
2763,1zhy,6.52
2764,2h4g,6.52
2765,2nn7,6.52
2766,2nt7,6.52
2767,2oxy,6.52
2768,2zft,6.52
2769,3bva,6.52
2770,3dx3,6.52
2771,3hzv,6.52
2772,3o9p,6.52
2773,3uo4,6.52
2774,4dko,6.52
2775,4dkr,6.52
2776,4uj1,6.52
2777,4zeb,6.52
2778,5g60,6.52
2779,5nw0,6.52
2780,6iez,6.52
2781,2p7g,6.53
2782,3wtj,6.53
2783,1drv,6.54
2784,1o3l,6.54
2785,2h21,6.54
2786,2zfs,6.54
2787,3d0b,6.54
2788,3fuz,6.54
2789,3jvs,6.54
2790,3sr4,6.54
2791,4a4v,6.54
2792,4aqh,6.54
2793,4ht2,6.54
2794,4leq,6.54
2795,4pv5,6.54
2796,4rfr,6.54
2797,4uac,6.54
2798,4w9k,6.54
2799,5cqu,6.54
2800,6gfs,6.54
2801,6u8o,6.54
2802,1dhj,6.55
2803,1hmr,6.55
2804,1hp5,6.55
2805,1n4h,6.55
2806,1yc4,6.55
2807,1yda,6.55
2808,2bok,6.55
2809,2xxr,6.55
2810,3s0e,6.55
2811,4iue,6.55
2812,4og3,6.55
2813,5sym,6.55
2814,5tpx,6.55
2815,6e5t,6.55
2816,2zq2,6.56
2817,4db7,6.56
2818,4lbu,6.56
2819,5oaj,6.56
2820,6f3b,6.56
2821,1sld,6.57
2822,2fqy,6.57
2823,2hzl,6.57
2824,2pwc,6.57
2825,3ove,6.57
2826,3qox,6.57
2827,3tfn,6.57
2828,4fs4,6.57
2829,5er2,6.57
2830,5evz,6.57
2831,5g1a,6.57
2832,5vcy,6.57
2833,6ecz,6.57
2834,1k1i,6.58
2835,2p7z,6.58
2836,3pb9,6.58
2837,4cd4,6.58
2838,1b58,6.59
2839,1fiv,6.59
2840,1izi,6.59
2841,2e91,6.59
2842,2pvh,6.59
2843,2pwr,6.59
2844,3gs6,6.59
2845,3t8v,6.59
2846,4qnb,6.59
2847,4xas,6.59
2848,5ew0,6.59
2849,5l4i,6.59
2850,5vja,6.59
2851,6fag,6.59
2852,1b38,6.6
2853,1g7g,6.6
2854,1jzs,6.6
2855,2euk,6.6
2856,2f7p,6.6
2857,2j4g,6.6
2858,2jdp,6.6
2859,2wly,6.6
2860,3dln,6.6
2861,3ip6,6.6
2862,3lxe,6.6
2863,3v3q,6.6
2864,4dkq,6.6
2865,4h75,6.6
2866,4mr6,6.6
2867,4oc1,6.6
2868,4x8o,6.6
2869,4zzd,6.6
2870,5i88,6.6
2871,5l7e,6.6
2872,5nw1,6.6
2873,5z7j,6.6
2874,6d5g,6.6
2875,6eis,6.6
2876,6i17,6.6
2877,5o87,6.61
2878,6d19,6.61
2879,6fsy,6.61
2880,1afk,6.62
2881,1ii5,6.62
2882,2ews,6.62
2883,2j7b,6.62
2884,2jgs,6.62
2885,2vwc,6.62
2886,3ljo,6.62
2887,3ozp,6.62
2888,4btk,6.62
2889,4er1,6.62
2890,4gfo,6.62
2891,4mpn,6.62
2892,4rd0,6.62
2893,6eqv,6.62
2894,6g38,6.62
2895,2x7t,6.63
2896,2yfe,6.63
2897,3f8f,6.63
2898,4k77,6.63
2899,4lyw,6.63
2900,4xip,6.63
2901,5jt9,6.63
2902,6b97,6.63
2903,6elp,6.63
2904,1lcp,6.64
2905,1sln,6.64
2906,2b1g,6.64
2907,2d3z,6.64
2908,2za0,6.64
2909,3b26,6.64
2910,3fee,6.64
2911,5i2e,6.64
2912,5ko1,6.64
2913,5nk8,6.64
2914,2j75,6.65
2915,3mzc,6.65
2916,4yha,6.65
2917,6cwn,6.65
2918,1a4r,6.66
2919,1cps,6.66
2920,1elc,6.66
2921,1pxp,6.66
2922,1wur,6.66
2923,2xj7,6.66
2924,2yz3,6.66
2925,3pwd,6.66
2926,3zj6,6.66
2927,4v27,6.66
2928,5cy9,6.66
2929,5nxi,6.66
2930,5wyx,6.66
2931,6dar,6.66
2932,6idg,6.66
2933,3g19,6.67
2934,5fho,6.67
2935,5op5,6.67
2936,6b1k,6.67
2937,6bbx,6.67
2938,6plf,6.67
2939,1c5x,6.68
2940,1mai,6.68
2941,2fqw,6.68
2942,2iwx,6.68
2943,2qbs,6.68
2944,3o75,6.68
2945,3su1,6.68
2946,3zhx,6.68
2947,4ca8,6.68
2948,4ew2,6.68
2949,5o4f,6.68
2950,6ayi,6.68
2951,2jew,6.69
2952,2xn5,6.69
2953,5a6x,6.69
2954,5fs5,6.69
2955,5yhe,6.69
2956,5z66,6.69
2957,1b0h,6.7
2958,1b3g,6.7
2959,1eld,6.7
2960,1f3e,6.7
2961,1koj,6.7
2962,1nki,6.7
2963,2a5s,6.7
2964,2evl,6.7
2965,2oxx,6.7
2966,2py4,6.7
2967,3eko,6.7
2968,3hzk,6.7
2969,3mhi,6.7
2970,3pck,6.7
2971,3pgu,6.7
2972,3t60,6.7
2973,3t64,6.7
2974,4ewn,6.7
2975,4f09,6.7
2976,4io2,6.7
2977,4jyc,6.7
2978,4jz1,6.7
2979,4m13,6.7
2980,4m14,6.7
2981,4o2p,6.7
2982,5g17,6.7
2983,5g5v,6.7
2984,5nvv,6.7
2985,6ebe,6.7
2986,6i67,6.7
2987,6n9l,6.7
2988,6rfn,6.7
2989,2f94,6.71
2990,4cd5,6.71
2991,4pvy,6.71
2992,5odx,6.71
2993,5op4,6.71
2994,5tt3,6.71
2995,6ghh,6.71
2996,1rbp,6.72
2997,2jdu,6.72
2998,2vpn,6.72
2999,2xc0,6.72
3000,3aqt,6.72
3001,3gst,6.72
3002,3l4v,6.72
3003,3l4z,6.72
3004,4djv,6.72
3005,4flp,6.72
3006,4i74,6.72
3007,4o0a,6.72
3008,5o58,6.72
3009,5vb7,6.72
3010,5wa5,6.72
3011,5ya5,6.72
3012,5zhl,6.72
3013,6fo5,6.72
3014,6qr9,6.72
3015,1wvj,6.73
3016,4pum,6.73
3017,4r5b,6.73
3018,4w9h,6.73
3019,5am6,6.73
3020,5ia0,6.73
3021,5js3,6.73
3022,1add,6.74
3023,1usi,6.74
3024,2x91,6.74
3025,2zc9,6.74
3026,2zgx,6.74
3027,3dgo,6.74
3028,3fzy,6.74
3029,3m67,6.74
3030,3oim,6.74
3031,4ca6,6.74
3032,4ew3,6.74
3033,4f9y,6.74
3034,4lxz,6.74
3035,5j27,6.74
3036,5nk2,6.74
3037,5za9,6.74
3038,6i66,6.74
3039,6i8y,6.74
3040,6qqz,6.74
3041,3ikd,6.75
3042,4cwt,6.75
3043,6faa,6.75
3044,2on6,6.76
3045,4pvx,6.76
3046,5wa9,6.76
3047,6f9v,6.76
3048,1o30,6.77
3049,1o3j,6.77
3050,1om1,6.77
3051,1ony,6.77
3052,1qb1,6.77
3053,3fas,6.77
3054,3fvn,6.77
3055,3m40,6.77
3056,4cwp,6.77
3057,4loi,6.77
3058,4x48,6.77
3059,5ayt,6.77
3060,5fh8,6.77
3061,5nvw,6.77
3062,6g2o,6.77
3063,3gcu,6.78
3064,5yh8,6.78
3065,5zaf,6.78
3066,6g7a,6.78
3067,6sbt,6.78
3068,2rcb,6.79
3069,3su0,6.79
3070,4ogj,6.79
3071,5y94,6.79
3072,6s4n,6.79
3073,1fl3,6.8
3074,1nq7,6.8
3075,1p1n,6.8
3076,2xhm,6.8
3077,3c88,6.8
3078,3fx6,6.8
3079,3s2v,6.8
3080,5j8m,6.8
3081,5nk6,6.8
3082,6i62,6.8
3083,6np2,6.8
3084,2uwp,6.81
3085,5zae,6.81
3086,1drk,6.82
3087,1fhd,6.82
3088,1jeu,6.82
3089,1k1n,6.82
3090,1lrh,6.82
3091,1o38,6.82
3092,1uwf,6.82
3093,2b1i,6.82
3094,2c94,6.82
3095,2oxd,6.82
3096,2pym,6.82
3097,2rfh,6.82
3098,2v8w,6.82
3099,2xyd,6.82
3100,2zq0,6.82
3101,3dx2,6.82
3102,3m3x,6.82
3103,3s75,6.82
3104,4nue,6.82
3105,4qy3,6.82
3106,5exw,6.82
3107,5vcv,6.82
3108,2xnb,6.83
3109,6e7r,6.83
3110,1bhx,6.84
3111,2y5g,6.84
3112,3ewj,6.84
3113,4kn1,6.84
3114,5cep,6.84
3115,6csr,6.84
3116,1ele,6.85
3117,1g30,6.85
3118,1lkk,6.85
3119,1os5,6.85
3120,1q72,6.85
3121,1qyg,6.85
3122,1xk9,6.85
3123,1xt8,6.85
3124,3n76,6.85
3125,3pn4,6.85
3126,3s8o,6.85
3127,4k3h,6.85
3128,5f1v,6.85
3129,5ie1,6.85
3130,5j64,6.85
3131,6d5e,6.85
3132,6fnj,6.85
3133,3aid,6.86
3134,3pyy,6.86
3135,5dx4,6.86
3136,5fh7,6.86
3137,1cgl,6.87
3138,2zcr,6.87
3139,3tmk,6.87
3140,4mhz,6.87
3141,4re4,6.87
3142,4rvr,6.87
3143,5j0d,6.87
3144,5nih,6.87
3145,5vr8,6.87
3146,6gl9,6.87
3147,1xka,6.88
3148,3oe5,6.88
3149,4bco,6.88
3150,5z99,6.88
3151,6el5,6.88
3152,1b3f,6.89
3153,1fh8,6.89
3154,1jev,6.89
3155,1sb1,6.89
3156,1uz1,6.89
3157,2bfq,6.89
3158,2dri,6.89
3159,2e92,6.89
3160,2f34,6.89
3161,2r3w,6.89
3162,2vk2,6.89
3163,3hu3,6.89
3164,3jya,6.89
3165,3l4x,6.89
3166,3r4n,6.89
3167,4g4p,6.89
3168,4x8v,6.89
3169,6e7t,6.89
3170,6glb,6.89
3171,1k1l,6.9
3172,3cow,6.9
3173,3gbb,6.9
3174,3uyr,6.9
3175,4zzx,6.9
3176,3evd,6.91
3177,4bcm,6.91
3178,5cqt,6.91
3179,1a9m,6.92
3180,1k6v,6.92
3181,1o2j,6.92
3182,1pkx,6.92
3183,1swr,6.92
3184,2d3u,6.92
3185,2uy0,6.92
3186,3bl0,6.92
3187,3lir,6.92
3188,3r1v,6.92
3189,3uex,6.92
3190,3wto,6.92
3191,4qtl,6.92
3192,5d45,6.92
3193,5ymx,6.92
3194,6c9v,6.92
3195,6d5h,6.92
3196,6e7u,6.92
3197,6qr0,6.92
3198,2weo,6.93
3199,4f9w,6.94
3200,4rn4,6.94
3201,4xir,6.94
3202,1tcx,6.95
3203,4k9y,6.95
3204,4q4s,6.95
3205,1atr,6.96
3206,1c5c,6.96
3207,1gvw,6.96
3208,1oyq,6.96
3209,1x8j,6.96
3210,3exe,6.96
3211,3pn1,6.96
3212,4cg8,6.96
3213,4i54,6.96
3214,4jyb,6.96
3215,4loh,6.96
3216,4rpn,6.96
3217,5cst,6.96
3218,5yqx,6.96
3219,6pi5,6.96
3220,3t84,6.97
3221,4nj9,6.97
3222,4xar,6.97
3223,5umy,6.97
3224,5zag,6.97
3225,1my4,6.98
3226,3hv8,6.98
3227,3t83,6.98
3228,4att,6.98
3229,6eif,6.98
3230,6j3p,6.98
3231,3slz,6.99
3232,4bcs,6.99
3233,4fai,6.99
3234,1fki,7.0
3235,1fpc,7.0
3236,1gj6,7.0
3237,1zoh,7.0
3238,2gyi,7.0
3239,2j7g,7.0
3240,2wzf,7.0
3241,3bbb,7.0
3242,3drf,7.0
3243,3drg,7.0
3244,3kdm,7.0
3245,3l4y,7.0
3246,3mhm,7.0
3247,3t82,7.0
3248,3wtm,7.0
3249,3wzn,7.0
3250,3zyu,7.0
3251,4b6o,7.0
3252,4dew,7.0
3253,4fcq,7.0
3254,4riv,7.0
3255,5boj,7.0
3256,5d47,7.0
3257,5edb,7.0
3258,5fl4,7.0
3259,5g2b,7.0
3260,5l8c,7.0
3261,5l9i,7.0
3262,5mwy,7.0
3263,5sz6,7.0
3264,6eq7,7.0
3265,6haz,7.0
3266,6hr2,7.0
3267,6msy,7.0
3268,6mub,7.0
3269,3nht,7.01
3270,6fs1,7.01
3271,6hay,7.01
3272,6hhr,7.01
3273,6i63,7.01
3274,1ypj,7.02
3275,2vwl,7.02
3276,3cdb,7.02
3277,3igp,7.02
3278,3n4b,7.02
3279,3pbb,7.02
3280,6p3v,7.02
3281,1b1h,7.03
3282,2vwm,7.03
3283,4av4,7.03
3284,4ql1,7.03
3285,5epl,7.03
3286,5hz9,7.03
3287,5vsf,7.03
3288,5win,7.03
3289,3wtl,7.04
3290,3wtn,7.04
3291,4p6x,7.04
3292,6qpl,7.04
3293,1b5i,7.05
3294,1xug,7.05
3295,2bq7,7.05
3296,2jxr,7.05
3297,2wer,7.05
3298,3ahn,7.05
3299,3aho,7.05
3300,3i4y,7.05
3301,3s0d,7.05
3302,4h3j,7.05
3303,5lli,7.05
3304,5nvx,7.05
3305,6as8,7.05
3306,6c0s,7.05
3307,1ui0,7.06
3308,3po6,7.06
3309,4cwq,7.06
3310,4zzz,7.06
3311,5e2r,7.06
3312,5uxf,7.06
3313,5zc5,7.06
3314,5zyl,7.06
3315,1ydd,7.07
3316,2f9k,7.07
3317,3cl0,7.07
3318,3ryv,7.07
3319,4oc5,7.07
3320,4qew,7.07
3321,4xiq,7.07
3322,5f5z,7.07
3323,5hva,7.07
3324,5hz5,7.07
3325,5mpn,7.07
3326,1xpz,7.08
3327,2hnx,7.08
3328,3rlp,7.08
3329,4emf,7.08
3330,5l2s,7.08
3331,1lpg,7.09
3332,1yq7,7.09
3333,2bz6,7.09
3334,3f7h,7.09
3335,4c1u,7.09
3336,4ghi,7.09
3337,5gsa,7.09
3338,5k0h,7.09
3339,5y8y,7.09
3340,5zg0,7.09
3341,6hrq,7.09
3342,1b32,7.1
3343,2f7i,7.1
3344,2v57,7.1
3345,2wjg,7.1
3346,3ebi,7.1
3347,3hky,7.1
3348,3udd,7.1
3349,3zdg,7.1
3350,4azg,7.1
3351,4bny,7.1
3352,4uj2,7.1
3353,4w97,7.1
3354,4ymx,7.1
3355,5l9l,7.1
3356,5vd2,7.1
3357,6gxq,7.1
3358,6p83,7.1
3359,4zx4,7.11
3360,5ula,7.11
3361,5vc3,7.11
3362,6dpt,7.11
3363,6ht1,7.11
3364,1b05,7.12
3365,1b52,7.12
3366,1nz7,7.12
3367,1xd0,7.12
3368,1z95,7.12
3369,2pov,7.12
3370,2x2r,7.12
3371,3dx4,7.12
3372,3hww,7.12
3373,4daf,7.12
3374,4e0x,7.12
3375,5upj,7.12
3376,6o48,7.12
3377,1o3d,7.13
3378,2j7d,7.13
3379,3zc5,7.13
3380,4arw,7.13
3381,4b6p,7.13
3382,4kx8,7.13
3383,4zbf,7.13
3384,5lom,7.13
3385,5obg,7.13
3386,2pv1,7.14
3387,2vot,7.14
3388,3ffp,7.14
3389,3n7o,7.14
3390,4ks4,7.14
3391,4wov,7.14
3392,4xaq,7.14
3393,5ehr,7.14
3394,5my8,7.14
3395,6epz,7.14
3396,6fng,7.14
3397,1elb,7.15
3398,1fch,7.15
3399,1pxn,7.15
3400,1xr9,7.15
3401,1zog,7.15
3402,2fqx,7.15
3403,2qnn,7.15
3404,3arp,7.15
3405,3fql,7.15
3406,3n9r,7.15
3407,4c1t,7.15
3408,4ko8,7.15
3409,4xt2,7.15
3410,5hvs,7.15
3411,6fcj,7.15
3412,6mku,7.15
3413,6nfh,7.15
3414,6qr7,7.15
3415,1f0u,7.16
3416,3f3d,7.16
3417,4iva,7.16
3418,4o9w,7.16
3419,6u5y,7.16
3420,1g36,7.17
3421,1o2h,7.17
3422,2doo,7.17
3423,2i6b,7.17
3424,3el4,7.17
3425,3tsk,7.17
3426,4i9h,7.17
3427,4o0x,7.17
3428,5bv3,7.17
3429,5u28,7.17
3430,5v0n,7.17
3431,6g2l,7.17
3432,6hlx,7.17
3433,6htg,7.17
3434,6p9e,7.17
3435,2q63,7.18
3436,2xj2,7.18
3437,5wex,7.18
3438,6e5l,7.18
3439,1fcx,7.19
3440,1gi4,7.19
3441,1hsl,7.19
3442,1q7a,7.19
3443,1z9y,7.19
3444,2j7h,7.19
3445,3f19,7.19
3446,3gdt,7.19
3447,3nsn,7.19
3448,4app,7.19
3449,4zx3,7.19
3450,5am7,7.19
3451,5ha1,7.19
3452,5t9z,7.19
3453,6c7x,7.19
3454,6ndl,7.19
3455,2pow,7.2
3456,2pqb,7.2
3457,2xii,7.2
3458,3c79,7.2
3459,3k2f,7.2
3460,3mz6,7.2
3461,4g8n,7.2
3462,2yek,7.21
3463,3f1a,7.21
3464,3s77,7.21
3465,4av5,7.21
3466,4b73,7.21
3467,5bwc,7.21
3468,5i80,7.21
3469,5kly,7.21
3470,5zg3,7.21
3471,1gvx,7.22
3472,1lan,7.22
3473,1sw2,7.22
3474,2epn,7.22
3475,2h6t,7.22
3476,2hnc,7.22
3477,3cyz,7.22
3478,3dzt,7.22
3479,3k99,7.22
3480,3m35,7.22
3481,3m96,7.22
3482,3pcj,7.22
3483,3uz5,7.22
3484,4cra,7.22
3485,4gfm,7.22
3486,4o0y,7.22
3487,5tfx,7.22
3488,5we9,7.22
3489,6k3l,7.22
3490,3f8e,7.23
3491,4avh,7.23
3492,4djx,7.23
3493,4lxd,7.23
3494,1g2l,7.24
3495,1oyt,7.24
3496,2psv,7.24
3497,3ikg,7.24
3498,3n3g,7.24
3499,3o84,7.24
3500,3p3t,7.24
3501,4azb,7.24
3502,4fm7,7.24
3503,4ha5,7.24
3504,4r75,7.24
3505,5ad1,7.24
3506,5dh4,7.24
3507,5nxw,7.24
3508,5xmx,7.24
3509,6g3q,7.24
3510,6jb0,7.24
3511,1jet,7.25
3512,2ces,7.25
3513,2ole,7.25
3514,2qbw,7.25
3515,3gcs,7.25
3516,3mhl,7.25
3517,3p3r,7.25
3518,1dhi,7.26
3519,1mrx,7.26
3520,2qzr,7.26
3521,2xib,7.26
3522,3cz1,7.26
3523,3gc5,7.26
3524,3p5o,7.26
3525,4ly1,7.26
3526,4nnr,7.26
3527,5hvt,7.26
3528,6mlj,7.26
3529,4itp,7.27
3530,4xit,7.27
3531,6q3y,7.27
3532,1b40,7.28
3533,1hii,7.28
3534,1kel,7.28
3535,2ceq,7.28
3536,2cgr,7.28
3537,2pql,7.28
3538,2qhz,7.28
3539,2yel,7.28
3540,3a6t,7.28
3541,3fl5,7.28
3542,3o7u,7.28
3543,4alx,7.28
3544,4m2w,7.28
3545,4qjx,7.28
3546,5cap,7.28
3547,5i7x,7.28
3548,5i7y,7.28
3549,5ia4,7.28
3550,3ccz,7.29
3551,4do4,7.29
3552,4iwz,7.29
3553,5xva,7.29
3554,6fa4,7.29
3555,6mji,7.29
3556,1o3i,7.3
3557,1tmn,7.3
3558,1zge,7.3
3559,2i3i,7.3
3560,2qi1,7.3
3561,2uxi,7.3
3562,2vvn,7.3
3563,3c52,7.3
3564,3n0n,7.3
3565,3r16,7.3
3566,4b1j,7.3
3567,4qyy,7.3
3568,4riu,7.3
3569,4sga,7.3
3570,5l7h,7.3
3571,6ckr,7.3
3572,1o1s,7.31
3573,3uod,7.31
3574,4nyf,7.31
3575,5tbm,7.31
3576,6ex1,7.31
3577,6i64,7.31
3578,1qf1,7.32
3579,1ydt,7.32
3580,2j7e,7.32
3581,3ipu,7.32
3582,3kv2,7.32
3583,3pww,7.32
3584,4c9x,7.32
3585,4qj0,7.32
3586,6c9s,7.32
3587,6p3t,7.32
3588,6s5k,7.32
3589,2j2u,7.33
3590,2r2m,7.33
3591,4ayq,7.33
3592,5w2s,7.33
3593,6h77,7.33
3594,6hly,7.33
3595,1uw6,7.34
3596,2gv6,7.34
3597,2vvs,7.34
3598,2ydw,7.34
3599,3f7i,7.34
3600,4mnp,7.34
3601,5dqc,7.34
3602,5ia3,7.34
3603,1qkb,7.35
3604,1ttm,7.35
3605,3rtf,7.35
3606,3s6t,7.35
3607,3su2,7.35
3608,3zdh,7.35
3609,4z93,7.35
3610,6ma4,7.35
3611,1k6p,7.36
3612,1swg,7.36
3613,4ca7,7.36
3614,4gu6,7.36
3615,4q6d,7.36
3616,4xmb,7.36
3617,5fl6,7.36
3618,5vc4,7.36
3619,6d55,7.36
3620,6e4a,7.36
3621,6q3z,7.36
3622,6qmj,7.36
3623,1b51,7.37
3624,1cnx,7.37
3625,1fao,7.37
3626,3dp4,7.37
3627,3f7g,7.37
3628,3m5e,7.37
3629,5f60,7.37
3630,5ufp,7.37
3631,6g37,7.37
3632,6nwl,7.37
3633,6pve,7.37
3634,1bxq,7.38
3635,1qf0,7.38
3636,2qi0,7.38
3637,4hfp,7.38
3638,4o07,7.38
3639,5ceq,7.38
3640,5igm,7.38
3641,5lny,7.38
3642,5tcj,7.38
3643,5zaj,7.38
3644,6gwe,7.38
3645,1d3p,7.39
3646,2hzy,7.39
3647,3mna,7.39
3648,3p5l,7.39
3649,4na9,7.39
3650,1b55,7.4
3651,1drj,7.4
3652,1f8c,7.4
3653,1k1m,7.4
3654,1oar,7.4
3655,1owh,7.4
3656,1zoe,7.4
3657,2bpy,7.4
3658,2i3h,7.4
3659,2zy1,7.4
3660,3f18,7.4
3661,3re4,7.4
3662,3rlq,7.4
3663,3up2,7.4
3664,3vha,7.4
3665,3zi0,7.4
3666,4jyt,7.4
3667,4jzi,7.4
3668,4kn0,7.4
3669,4z83,7.4
3670,5tuz,7.4
3671,6im4,7.4
3672,1ik4,7.41
3673,2q2a,7.41
3674,3s5y,7.41
3675,3zns,7.41
3676,4j21,7.41
3677,4p5z,7.41
3678,4qpl,7.41
3679,4wn5,7.41
